Company,Services company,Product based,Fintech,Big Bank,Foreign companies,Edtech,A.I.,Marketplace
http://linkedin.com/company/cbazaar,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/centum-learning-ltd,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/chase,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
http://linkedin.com/company/cherrytin,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/chirrup-in/about,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/chroniclehq/about,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/cians-analytics,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://linkedin.com/company/cielhr,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/circle-internet-tech-pvt-ltd,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/citizengage,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/cityflo,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/cityfurnish,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/civilsdaily,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/claimtherapist/about/,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://in.linkedin.com/company/clappia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/tryclarity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/claro-energy-private-limited,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/clean-slate-technologies,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/cliff-ai/,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/clinchpad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/clinikk/about,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/clix-capital,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://in.linkedin.com/company/clodura-systems,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/cloudbloom,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/cloudnuro/,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/cloudwick,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/cluzters-ai,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/codeignition,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/cogniable,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/cognida-ai/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/cognisaas/about,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/cointribe-technologies,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/indiacollegesearch,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
